"Density of states at Vg=0 and Vd=0.4","Density of states at Vg=0.05 and Vd=0.4","Density of states at Vg=0.1 and Vd=0.4","Density of states at Vg=0.15 and Vd=0.4","Density of states at Vg=0.2 and Vd=0.4","Density of states at Vg=0.25 and Vd=0.4","Density of states at Vg=0.3 and Vd=0.4","Density of states at Vg=0.35 and Vd=0.4","Density of states at Vg=0.4 and Vd=0.4","Density of states at Vg=0.45 and Vd=0.4","Density of states at Vg=0.5 and Vd=0.4","Density of states at Vg=0.55 and Vd=0.4","Density of states at Vg=0.6 and Vd=0.4"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037197"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037196"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037183"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037197","-9.21034037063"
"-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037198","-9.21034037194","-9.2103403442"
"1.94357743038","1.93977278246","1.97752924076","2.00741639893","2.03607595037","2.06830222927","2.10304087393","2.1491273397","2.18695873005","2.24058840533","2.30804018688","2.36822300957","2.48573130966"
"1.87392760888","1.87046744038","1.84840599282","1.82542954967","1.79836427606","1.76499446071","1.72468796502","1.67307727945","1.61421050547","1.51098018429","1.3949765615","1.24149110766","0.901242066573"
"2.66124506546","2.63631070395","2.64653643411","2.65176199676","2.66007070825","2.67210518366","2.68761617452","2.71382018932","2.73632014724","2.77318229604","2.83028553278","2.88686561857","3.03346149036"
"2.5879219175","2.58723758089","2.57259696291","2.55969712708","2.54612717245","2.53100271193","2.51449781397","2.49401504215","2.4744774543","2.43908956164","2.40062789941","2.35266965716","2.23208644554"
"1.62362874459","1.5756577327","1.50895437386","1.45195100692","1.40121499281","1.35453792084","1.31488428483","1.28556200787","1.26715039982","1.25203984997","1.27442101629","1.32020797599","1.42014974506"
"0.707543060844","0.760843211513","0.831246872597","0.923127309133","1.02662923676","1.1396102677","1.25807455132","1.37820674434","1.49843260599","1.64609187276","1.76273222568","1.87424380907","1.98858368556"
"2.48030440904","2.52950550299","2.57695393638","2.62247778831","2.6649687114","2.70521953187","2.74221327413","2.77246996519","2.80024644673","2.82825991961","2.83125259952","2.824487146","2.74798860537"
"2.22987998252","2.25666784804","2.27305844024","2.28586712325","2.29141089352","2.28759632048","2.2726535813","2.24299643438","2.19729679695","2.11264418251","2.00375174217","1.853805825","1.61813200901"
"2.00853076075","2.0221209088","2.02581262712","2.02148928342","2.00715306708","1.98152822666","1.94347432771","1.89120955264","1.8256309649","1.74749579503","1.66176467261","1.58859214125","1.56988178304"
"2.004649297","2.00477322025","1.99588192777","1.97735759664","1.94836427807","1.90946398328","1.86134616437","1.80550128318","1.74706540458","1.69719601056","1.66328763637","1.67110481442","1.7460871894"
"2.01695690987","1.99170672125","1.9550355287","1.9092995124","1.85444314621","1.79206275657","1.72544693101","1.65981348584","1.6050181597","1.5698235218","1.57405733651","1.62908366468","1.73340092375"
"1.90753901776","1.85104201439","1.77953168027","1.70128574158","1.61849081101","1.53559759676","1.46107246583","1.40581018259","1.3843650011","1.40156713627","1.47165750552","1.58143342162","1.7027715948"
"1.66408138869","1.57122916707","1.46433814921","1.35928281187","1.26463789591","1.19243955131","1.15837379301","1.17408456783","1.2446213438","1.36022755476","1.50183933864","1.6430912333","1.73962195894"
"1.28934558956","1.17542825755","1.06585146542","0.987270960591","0.955815245029","0.983033072816","1.06938599781","1.20179743994","1.3585813793","1.52344201967","1.66581257478","1.76480784867","1.76455783668"
"0.868976877423","0.796371415995","0.778347334942","0.827573172911","0.936951814122","1.08931924176","1.2619322306","1.43431994736","1.58985746046","1.72087194688","1.80049123615","1.81064500946","1.68336101036"
"0.6193337804","0.688375815681","0.829813030636","1.00432724989","1.18994182896","1.37125940042","1.53499019026","1.67133607589","1.77167750292","1.829432511","1.82079548112","1.72294515323","1.49224994969"
"0.737785882178","0.919956006541","1.12850760386","1.3200477153","1.48896827108","1.63169243334","1.74238188256","1.81486708654","1.84169500895","1.8116879056","1.70257300117","1.49039533389","1.25136198758"
"1.07396434175","1.26129787095","1.44438400789","1.59338982801","1.70987311864","1.79286885363","1.83747347831","1.83667706531","1.78122248299","1.65409765338","1.4379138523","1.13771761055","1.05094049888"
"1.39854155711","1.54419087369","1.67322740312","1.76500815563","1.82105448264","1.83894994187","1.81235263364","1.73195638486","1.58627368127","1.35609542904","1.05063979012","0.803036923764","1.11869265517"
"1.63231424244","1.72673549694","1.79677851936","1.82859432567","1.82154154751","1.77046432869","1.6668177462","1.49923681113","1.25791538625","0.942356060395","0.666274317951","0.759954999892","1.2722097902"
"1.765997118","1.80840351869","1.8183316152","1.78797230697","1.71387900555","1.58774838606","1.39948695491","1.14060479787","0.824359636528","0.543724472903","0.57700092964","1.03461406599","1.35616499614"
"1.80532536824","1.7950158282","1.74223653665","1.64515827574","1.49750696983","1.28893783898","1.01399078094","0.691781248099","0.43028779354","0.463023071747","0.857661118704","1.35717446255","1.49858902987"
"1.75570387513","1.68995373894","1.56921990215","1.39845264868","1.17039637221","0.880617957337","0.557356093892","0.32111926633","0.383601157745","0.762668579019","1.22318408034","1.57126033503","1.47882112536"
"1.61895448586","1.49265912235","1.29668688992","1.04641332112","0.744035142812","0.42558794557","0.226115131792","0.332593294672","0.706709791149","1.14515548585","1.49888840164","1.63709977098","1.36389280954"
"1.39329480076","1.20008826928","0.92468341458","0.607828914903","0.301629355334","0.149608953212","0.303971181625","0.683207949645","1.09624949948","1.44047236573","1.64662193756","1.5513680245","1.26832412044"
"1.0759405494","0.814479465727","0.481326779727","0.19048811946","0.0940912553995","0.295263262472","0.67740898227","1.07311326768","1.3977855834","1.61516746714","1.66525854295","1.36176086087","1.16711170509"
"0.67404081082","0.373829951735","0.0996281168094","0.0602480803454","0.302486937596","0.684454508522","1.06279856513","1.37209401172","1.58418369217","1.67127967559","1.55643579041","1.07279179025","1.10840419113"
"0.244082787328","0.0316440053345","0.0445143693066","0.321837092002","0.69994402956","1.0612426612","1.35512356031","1.56075174286","1.65953769487","1.61336618665","1.3186577124","0.763917804242","1.07480103756"
"-0.0295451923342","0.0373343196467","0.344497094006","0.720757483768","1.06529677214","1.34420854748","1.54186332043","1.64482822203","1.62983252134","1.44177164042","0.956583946615","0.811903076168","1.06218340805"
"0.06366001036","0.359553796065","0.739453309686","1.07282599489","1.33740344187","1.5264127617","1.62988934882","1.63096258557","1.4969677385","1.15418574342","0.528319706069","0.871209680434","1.06953700285"
"0.412526782358","0.747597486339","1.07831093703","1.33337079119","1.51361179956","1.61539811509","1.62608065057","1.52188020441","1.25902617077","0.759154934346","0.261987270337","1.03095067352","1.08570265005"
"0.788820930628","1.07540166073","1.32831031242","1.50282105235","1.60176051651","1.61801898946","1.53360167847","1.31645112818","0.916250731074","0.330044479927","0.420655809615","1.19041937008","1.10075000213"
"1.09870561765","1.3176915921","1.4918023659","1.58905151478","1.60852149265","1.53763251808","1.35196944398","1.01318874132","0.496231647863","0.108190507451","0.815886800919","1.1675193787","1.11046180503"
"1.32637183653","1.47776079957","1.57651381393","1.59845987367","1.53730798266","1.37425720436","1.07949062946","0.624605992763","0.130431593207","0.302959771803","1.16576613685","1.16678793743","1.11448235698"
"1.47647093193","1.56308188335","1.5885676354","1.5344557121","1.38854183366","1.12649330882","0.722652583318","0.225915705342","0.0841848862254","0.702948985532","1.36844347793","1.14834169415","1.11357643197"
"1.55621222586","1.57960325215","1.5314136663","1.39784489611","1.16135231849","0.79846169516","0.328656055421","0.0289858225861","0.390060395791","1.06942031914","1.43363585743","1.12301217549","1.10785940202"
"1.57133305648","1.53100923485","1.40638861256","1.18856267587","0.85938593293","0.423508018075","0.0547627687947","0.20424611421","0.787488709555","1.33125722519","1.39357777257","1.10486602656","1.0976551641"
"1.52600630225","1.41965418275","1.21485636295","0.911434961681","0.510371520677","0.122421151836","0.113703615012","0.58359455695","1.1236040435","1.48179770409","1.18434646149","1.08602675538","1.08640137128"
"1.42523859375","1.25032571509","0.965975733652","0.596476575797","0.218862400251","0.109141359252","0.454959785954","0.961367342665","1.3662906136","1.52652141271","0.955842159566","1.07706173464","1.08343435099"
"1.28917204038","1.05060831537","0.713626049741","0.368973999526","0.214950076286","0.440014672001","0.875527068986","1.27715727876","1.52513196338","1.47483852113","0.950178016781","1.09756507386","1.10768764939"
"1.28089217793","1.0332627721","0.77171803636","0.632728162606","0.73660888797","1.02840439362","1.34933728401","1.5871861685","1.65993328857","1.37052314675","1.01267669645","1.1665294707","1.15410060497"
"2.58997962411","2.53449014998","2.39925798025","2.33026835109","2.30091770367","2.29327185915","2.29155447884","2.23676788802","2.13769983654","1.96200282174","2.12461804157","2.29544969649","2.56235368392"
"1.44893342318","1.48956594648","1.59635469923","1.75484994987","1.93902219576","2.12451408978","2.27676048994","2.36018396537","2.34346788567","2.22590273302","2.33698651971","2.332658326","2.2596755043"
"1.95150873341","1.97684525757","2.04561197017","2.1413030453","2.2337172137","2.29564103876","2.30340475698","2.23733378455","2.07854739205","1.83439421971","1.83301976768","1.68478839806","1.49705501972"
"2.10100976625","2.07750591957","2.07036043294","2.06588379944","2.05542288943","2.0236235526","1.94468654361","1.77100388802","1.42291072436","1.06194484648","1.16665092724","1.17705371497","1.36010181169"
"1.95844130513","1.84142385433","1.76348344388","1.74493861469","1.77466247839","1.8198949289","1.84663899207","1.83939340967","1.82823924997","2.08844216428","2.3803513654","2.5754174522","2.72177557572"
"1.12903802893","1.33832186257","1.63760351161","1.92158671831","2.15435882911","2.32400406037","2.42634136442","2.46755701145","2.48203586636","2.60755929113","2.63481979249","2.54786579937","2.30553075028"
"1.79689791146","2.05900794036","2.29507596997","2.46724323275","2.57374136349","2.61003302736","2.56842025002","2.44690186376","2.29079182497","2.29398824577","1.97987669862","1.62817526665","1.33950145111"
"2.30328484811","2.43632021486","2.52964894986","2.56129654019","2.52041857079","2.38700895859","2.13353547312","1.7425009454","1.37913126731","1.35686555043","1.16264130503","1.400241644","1.8850251362"
"2.37494296318","2.39507311243","2.35683650783","2.24568452826","2.03506506037","1.67730027847","1.11555789739","0.497333006417","0.871105063697","1.50275429965","1.79465194864","2.12424161315","2.31173312189"
"2.11684208972","2.04008981995","1.88888920476","1.66101086771","1.3353194371","0.931037462382","0.703255914708","1.07906242942","1.77758109612","2.10849171945","2.24517841304","2.27977797674","2.09020095108"
"1.68264190469","1.59067090869","1.46610781175","1.3412080791","1.25409921817","1.2900174642","1.51546344018","1.88017167016","2.24874540139","2.23815749904","2.16998583722","1.91372780834","1.41943895971"
