"x","v1","::v1","v2","::v2","v3","::v3","v4","::v4","v5","::v5","v6","::v6","v7","::v7","v8","::v8","v9","::v9","v10","::v10","v11","::v11","v12","::v12","v13","::v13","v14","::v14","v15","::v15","v16","::v16","v17","::v17","v18","::v18","v19","::v19","v20","::v20","v21","::v21","v22","::v22","v23","::v23","v24","::v24","v25","::v25","v26","::v26","v27","::v27","v28","::v28","v29","::v29","v30","::v30","v31","::v31","v32","::v32","v33","::v33","v34","::v34","v35","::v35","v36","::v36","v37","::v37","v38","::v38","v39","::v39"
1.0000000000000001e-09,,5,,5,,5,,0,,0,,5,,0.0113974,,4.5294999999999996,,4.4149599999999998,,4.96157,,0.0096132200000000004,,-0.00010898799999999999,,0.0052881600000000001,,0.0059386100000000004,,0.00026347700000000003,,4.9978999999999996,,0.011520300000000001,,4.5215699999999996,,4.4052899999999999,,4.9645299999999999,,0.0095552499999999995,,0.00356705,,4.99946,,4.9997800000000003,,1.21793,,0.00016113400000000001,,4.99552,,0.0116071,,4.9971500000000004,,8.6058999999999997e-05,,4.4015699999999999e-06,,1.1029500000000001,,5.0000799999999996,,4.9995599999999998,,-2.2784800000000002e-06,,4.7477600000000004,,5.3407999999999998,,5.0029599999999999,,4.7437399999999998
1.0999999999999999e-09,,5,,5,,5,,0,,0,,5,,0.0091823800000000004,,4.6176000000000004,,4.5254300000000001,,4.9806299999999997,,0.0071284599999999997,,-6.6673600000000005e-05,,0.0039841700000000004,,0.0043811099999999997,,0.00014864199999999999,,4.9990399999999999,,0.0092923099999999998,,4.6110100000000003,,4.5173399999999999,,4.9818800000000003,,0.0071700799999999997,,0.0030330299999999999,,4.9996799999999997,,5.0000499999999999,,1.2178800000000001,,0.000120439,,4.9965900000000003,,0.0087001300000000004,,4.9978600000000002,,6.3326799999999998e-05,,-4.8534500000000001e-06,,1.1029500000000001,,5.0000900000000001,,4.9997100000000003,,-9.0478900000000005e-05,,4.7938499999999999,,5.3425700000000003,,5.0014799999999999,,4.7904400000000003
1.2e-09,,5,,5,,5,,0,,0,,5,,0.0074254100000000003,,4.6901400000000004,,4.6149100000000001,,4.9864899999999999,,0.0058826199999999999,,-7.2600499999999997e-05,,0.0032967000000000001,,0.0037479000000000002,,0.00028508599999999999,,4.9977200000000002,,0.0075271599999999998,,4.6847200000000004,,4.6082700000000001,,4.9873599999999998,,0.0059228600000000003,,0.0024471599999999999,,4.9997499999999997,,4.9996799999999997,,1.2178500000000001,,8.4914999999999996e-05,,4.9974299999999996,,0.00679614,,4.9983899999999997,,4.9929499999999997e-05,,-1.02964e-05,,1.10294,,4.99986,,4.99979,,7.4421500000000006e-05,,4.8325800000000001,,5.3431100000000002,,5.0007299999999999,,4.82972
1.3000000000000001e-09,,5,,5,,5,,0,,0,,5,,0.0061660200000000004,,4.74831,,4.6886200000000002,,4.9903899999999997,,0.0043239699999999999,,-5.6360799999999997e-05,,0.0026649899999999999,,0.00305857,,0.000242592,,4.9983000000000004,,0.0062543900000000003,,4.7439,,4.6831300000000002,,4.9909999999999997,,0.0043737899999999998,,0.0019858599999999999,,4.9997699999999998,,4.9995900000000004,,1.2178199999999999,,9.4992899999999996e-05,,4.9980700000000002,,0.0054238400000000001,,4.9987899999999996,,3.1684299999999997e-05,,2.0312599999999999e-05,,1.10294,,5.0000299999999998,,4.9998300000000002,,-2.7662e-05,,4.8635799999999998,,5.3434699999999999,,5.0006199999999996,,4.8612700000000002
1.3999999999999999e-09,,5,,5,,5,,0,,0,,5,,0.0048119499999999997,,4.7965999999999998,,4.7478999999999996,,4.9945000000000004,,0.0037777399999999999,,-3.8185900000000003e-05,,0.0020664699999999999,,0.00221221,,7.3469900000000006e-05,,4.9993499999999997,,0.0048987199999999996,,4.7929399999999998,,4.7434599999999998,,4.9948199999999998,,0.00383557,,0.0016854999999999999,,4.99986,,5.00014,,1.2177899999999999,,6.18812e-05,,4.9985499999999998,,0.00432512,,4.9990899999999998,,3.6069199999999997e-05,,-1.8945700000000001e-05,,1.10294,,5.00007,,4.9998699999999996,,0.00020003800000000001,,4.8891799999999996,,5.3438600000000003,,5.0003299999999999,,4.8872400000000003
1.5e-09,,5,,5,,5,,0,,0,,5,,0.0039704900000000001,,4.8353700000000002,,4.7966600000000001,,4.9972000000000003,,0.00270134,,-2.1229999999999998e-05,,0.0015878800000000001,,0.0017080999999999999,,-1.53467e-05,,4.9997499999999997,,0.0040365599999999998,,4.8323900000000002,,4.7930200000000003,,4.9973000000000001,,0.0027369400000000002,,0.0013649700000000001,,4.9999000000000002,,4.99979,,1.21776,,1.6543300000000001e-05,,4.9988999999999999,,0.0034065300000000001,,4.9993100000000004,,2.0757199999999998e-05,,-8.7556400000000008e-06,,1.10294,,4.9999500000000001,,4.9998899999999997,,-2.11998e-05,,4.9102100000000002,,5.3441099999999997,,5.0003000000000002,,4.90862
1.6000000000000001e-09,,5,,4,,5,,0,,0,,5,,-0.065988900000000003,,4.8052599999999996,,4.7289500000000002,,4.9620600000000001,,-0.0039373100000000003,,-0.064684599999999995,,-0.037139100000000001,,-0.089612800000000006,,-0.016187400000000001,,4.9883699999999997,,-0.065731700000000004,,4.8069699999999997,,4.7281500000000003,,4.9642200000000001,,-0.0037466999999999999,,-3.9602199999999998e-05,,4.9952800000000002,,4.9991399999999997,,1.21655,,1.8968199999999999e-05,,4.9989400000000002,,-0.0012971899999999999,,4.9992200000000002,,-8.6374999999999999e-05,,7.6742199999999999e-06,,1.10294,,4.9999000000000002,,4.9967100000000002,,-2.0901099999999999e-05,,4.9055299999999997,,5.3406000000000002,,4.99864,,4.9079100000000002
1.6999999999999999e-09,,5,,3,,5,,0,,0,,5,,-0.025670999999999999,,4.7869999999999999,,4.68886,,4.8988199999999997,,-0.0054218699999999996,,-0.018447399999999999,,-0.0439528,,-0.109079,,-0.015787599999999999,,4.9945599999999999,,-0.025646700000000001,,4.7880799999999999,,4.6895899999999999,,4.8998900000000001,,-0.0054190999999999996,,-0.00036740900000000002,,4.9980799999999999,,4.9998199999999997,,1.2165600000000001,,3.9757800000000001e-05,,4.9990800000000002,,-0.0039942900000000002,,4.9993299999999996,,3.4458300000000002e-05,,4.7110299999999999e-06,,1.10294,,4.9999700000000002,,4.9973999999999998,,2.3709800000000001e-05,,4.8973300000000002,,5.3348399999999998,,4.9966100000000004,,4.8985799999999999
1.8e-09,,5,,2,,5,,0,,0,,5,,0.165495,,4.7929500000000003,,4.7035400000000003,,4.8386500000000003,,-0.00126596,,0.18224799999999999,,-0.0408653,,-0.12135600000000001,,-0.014119400000000001,,4.9972799999999999,,0.16539400000000001,,4.7932199999999998,,4.7042099999999998,,4.8390700000000004,,-0.0013145399999999999,,-3.7707899999999999e-05,,5.0003900000000003,,5.0002300000000002,,1.21669,,4.95446e-05,,4.9993499999999997,,-0.0031871899999999999,,4.9997100000000003,,8.0739699999999995e-05,,1.2979800000000001e-05,,1.10294,,5.0001300000000004,,4.99864,,2.18751e-05,,4.8955399999999996,,5.3294199999999998,,4.9965200000000003,,4.8958899999999996
1.9000000000000001e-09,,5,,1,,5,,0,,0,,5,,0.98689099999999996,,4.8858800000000002,,4.8135300000000001,,4.83202,,0.011377699999999999,,1.06731,,-0.018870600000000001,,-0.054200100000000001,,0.0132576,,5.0183799999999996,,0.98596300000000003,,4.8837999999999999,,4.8131599999999999,,4.8315099999999997,,0.011217899999999999,,0.00194085,,5.0039199999999999,,5.0029500000000002,,1.21871,,0.00022532499999999999,,5.0000099999999996,,0.0044308500000000001,,5.0006399999999998,,0.00019629599999999999,,6.13469e-06,,1.1029599999999999,,5.00014,,5.0013100000000001,,-2.28422e-05,,4.91953,,5.32904,,4.9992799999999997,,4.9176700000000002
2.0000000000000001e-09,,5,,0,,5,,0,,0,,5,,3.0522900000000002,,5.0897800000000002,,5.0156799999999997,,4.9101600000000003,,0.013452199999999999,,3.10988,,0.0150241,,0.17582100000000001,,0.090327199999999996,,5.0456799999999999,,3.0506700000000002,,5.0852899999999996,,5.0137499999999999,,4.9086800000000004,,0.013391800000000001,,0.0050696400000000003,,5.0051199999999998,,5.00664,,1.22421,,0.00021457900000000001,,5.0007000000000001,,0.0150156,,5.0008400000000002,,0.000115615,,-1.1436299999999999e-05,,1.1029599999999999,,5.0001300000000004,,5.0037700000000003,,-6.2365899999999999e-05,,5.0075700000000003,,5.3364399999999996,,5.0036100000000001,,5.0040500000000003
2.1000000000000002e-09,,5,,0,,4,,1,,1,,4,,4.55511,,5.1561500000000002,,5.1418400000000002,,5.0447899999999999,,0.0047705600000000001,,4.4613300000000002,,0.012685200000000001,,0.17744199999999999,,0.10993799999999999,,5.0075900000000004,,4.5579900000000002,,5.2186300000000001,,5.1449299999999996,,5.04854,,0.00519747,,-0.040021399999999999,,4.9998500000000003,,4.9985400000000002,,1.2224699999999999,,-0.0023013399999999998,,5.0013199999999998,,0.033414699999999999,,5.0012299999999996,,-7.1276800000000002e-05,,-0.0394563,,1.0054700000000001,,4.9970100000000004,,5.0021000000000004,,3.5824100000000001e-05,,5.0710100000000002,,5.3486900000000004,,5.1257299999999999,,5.1695599999999997
2.1999999999999998e-09,,5,,0,,3,,2,,2,,3,,4.9161099999999998,,5.10778,,5.1048200000000001,,5.0607800000000003,,-0.0021106699999999998,,4.8413300000000001,,0.0020981699999999999,,0.081459100000000007,,0.053529500000000001,,4.9811199999999998,,4.8972800000000003,,4.8885199999999998,,5.1030499999999996,,5.0610400000000002,,-0.0026011300000000001,,-0.0402572,,4.9986300000000004,,4.9964700000000004,,1.21858,,-0.00045110199999999999,,5.0003200000000003,,0.013228800000000001,,4.9986499999999996,,-0.00012981200000000001,,-0.047729800000000003,,0.99859900000000001,,4.99763,,5.0003900000000003,,1.7638600000000001e-05,,5.06318,,5.3500100000000002,,5.1725099999999999,,5.1239100000000004
2.2999999999999999e-09,,5,,0,,2,,3,,3,,2,,4.9819199999999997,,5.0771800000000002,,5.07362,,5.0482699999999996,,-0.0022925300000000001,,4.95113,,-0.000239206,,0.033304199999999999,,0.0224216,,4.9847900000000003,,4.9246400000000001,,3.90198,,5.0698999999999996,,5.0457099999999997,,-0.0025284700000000001,,0.052443400000000001,,4.9994199999999998,,5.0043800000000003,,1.2228000000000001,,0.0099723699999999995,,4.9997600000000002,,-0.018975100000000002,,4.9985299999999997,,-4.1867899999999999e-05,,-0.062201199999999998,,1.5201,,4.99742,,4.99993,,-4.2831099999999997e-05,,5.0524100000000001,,5.3488199999999999,,5.2261199999999999,,4.7557
2.4e-09,,5,,0,,1,,4,,4,,1,,4.9942799999999998,,5.0665199999999997,,5.0514299999999999,,5.0347400000000002,,-0.0017335499999999999,,4.9836400000000003,,-5.3148800000000002e-05,,0.0134909,,0.0094094499999999998,,4.9919700000000002,,4.8882000000000003,,2.1458599999999999,,5.0448399999999998,,5.0321899999999999,,-0.00181292,,0.28623399999999999,,4.9999200000000004,,5.01722,,1.23803,,0.034144300000000002,,5.0013399999999999,,-0.0508377,,4.9998300000000002,,7.9436400000000004e-05,,-0.051922500000000003,,2.4929700000000001,,4.9999799999999999,,5.0000400000000003,,0.000355626,,5.0553499999999998,,5.3475799999999998,,5.3347899999999999,,3.8795299999999999
2.5000000000000001e-09,,5,,0,,8.8817800000000003e-16,,5,,5,,8.8817800000000003e-16,,4.9983300000000002,,5.0822500000000002,,5.0363800000000003,,5.0246000000000004,,-0.00122404,,4.9945500000000003,,0.00087632400000000005,,0.0062577700000000002,,0.0046682499999999997,,4.99641,,4.9059200000000001,,0.38397700000000001,,5.0375100000000002,,5.0302499999999997,,0.00018339800000000001,,0.80301100000000003,,5.0001699999999998,,5.03681,,1.2773699999999999,,0.044931400000000003,,5.0033899999999996,,-0.025217400000000001,,5.0045700000000002,,0.000182034,,0.26249899999999998,,3.3125800000000001,,5.0283600000000002,,5.0008999999999997,,0.0015690299999999999,,5.0804200000000002,,5.3467200000000004,,5.44503,,3.0112399999999999
2.6000000000000001e-09,,5,,0,,0,,5,,5,,0,,4.9909499999999998,,4.9744000000000002,,5.0232299999999999,,5.0163900000000003,,-0.00113426,,4.9969400000000004,,-0.00451221,,0.00100092,,-0.00064997199999999996,,4.9974699999999999,,4.9731500000000004,,0.101103,,5.03348,,5.0227300000000001,,-0.00066760699999999997,,1.4479500000000001,,4.9989699999999999,,5.0476599999999996,,1.1064700000000001,,0.042441100000000002,,5.0031499999999998,,-0.0142489,,5.0024199999999999,,-5.4122600000000003e-05,,0.94361099999999998,,3.7316199999999999,,5.0726199999999997,,5.0010899999999996,,0.0010099900000000001,,5.0725100000000003,,5.3459899999999996,,5.4443200000000003,,2.48482
2.7000000000000002e-09,,5,,0,,0,,5,,5,,0,,4.97295,,4.5297700000000001,,5.0146499999999996,,5.0099600000000004,,-0.000744931,,4.9972700000000003,,-0.0165223,,-0.0055277599999999996,,-0.0065475200000000002,,4.9977499999999999,,4.9924099999999996,,0.052571100000000003,,5.0250399999999997,,5.0170700000000004,,-0.00075074699999999996,,2.0247299999999999,,4.99803,,5.0479900000000004,,0.39524799999999999,,0.034199599999999997,,5.0015700000000001,,-0.0067590799999999998,,5.0010500000000002,,-0.00045181900000000001,,1.67052,,3.8475700000000002,,4.9685600000000001,,4.9963600000000001,,-0.0085304000000000005,,4.9097299999999997,,5.3449600000000004,,5.4437899999999999,,2.20424
2.7999999999999998e-09,,5,,0,,0,,5,,5,,0,,4.9549300000000001,,3.7745199999999999,,5.0085300000000004,,5.0056900000000004,,-0.00052011199999999998,,4.9993999999999996,,-0.028412699999999999,,-0.0041113900000000004,,-0.0033324800000000001,,5.0004299999999997,,4.9969400000000004,,0.031828700000000001,,5.0179900000000002,,5.0122999999999998,,-0.00059431399999999998,,2.5476800000000002,,4.9978400000000001,,5.0486700000000004,,0.060066899999999999,,0.031531499999999997,,5.0009100000000002,,-0.0038652999999999999,,5.0006199999999996,,-0.00071393699999999999,,2.3101699999999998,,3.9250500000000001,,4.5726699999999996,,4.9861700000000004,,-0.020670000000000001,,4.5613599999999996,,5.3436399999999997,,5.4433400000000001,,2.0381200000000002
2.8999999999999999e-09,,5,,0,,0,,5,,5,,0,,4.9342800000000002,,2.6942599999999999,,5.0038299999999998,,5.0023900000000001,,-0.00041004799999999999,,4.9997499999999997,,-0.042758400000000002,,-0.00150395,,-0.0010367099999999999,,5.0007000000000001,,4.9984500000000001,,0.020895,,5.0127100000000002,,5.0087000000000002,,-0.00043390399999999998,,3.0274800000000002,,4.9973900000000002,,5.0487299999999999,,0.027687,,0.030889199999999999,,5.0005800000000002,,-0.0024342299999999999,,5.0004200000000001,,-0.0012986300000000001,,2.8402799999999999,,4.0296500000000002,,3.8563700000000001,,4.9677800000000003,,-0.038948499999999997,,3.98637,,5.3416499999999996,,5.4429999999999996,,1.92679
3e-09,,5,,0,,0,,5,,5,,0,,4.9072300000000002,,1.1529400000000001,,4.9998500000000003,,5.0004299999999997,,-0.00022043900000000001,,5.0000999999999998,,-0.0502453,,-0.00056478400000000003,,-0.000508276,,5.0003500000000001,,4.9990500000000004,,0.0146908,,5.0089499999999996,,5.0061099999999996,,-0.00030898500000000001,,3.4415,,4.9988299999999999,,5.0468500000000001,,0.019237400000000002,,0.029161400000000001,,5.0001199999999999,,-0.0016889100000000001,,4.9997100000000003,,-0.0026218600000000002,,3.2846700000000002,,4.1659899999999999,,2.7954400000000001,,4.9204699999999999,,-0.065156800000000001,,3.2370000000000001,,5.3371199999999996,,5.4427599999999998,,1.8495600000000001
3.1e-09,,5,,0,,0,,5,,5,,0,,4.9479899999999999,,0.24550900000000001,,5.0045400000000004,,5.0029599999999999,,0.000508104,,5.0013199999999998,,-0.025736599999999998,,3.4816900000000002e-05,,-5.8896e-05,,5.0002300000000002,,4.99939,,0.010831,,5.0062800000000003,,5.0042900000000001,,-0.000217858,,3.78287,,5.0036500000000004,,5.04413,,0.015424999999999999,,0.024365000000000001,,4.9994399999999999,,-0.0012090099999999999,,4.9993999999999996,,-0.0021341699999999999,,3.6158199999999998,,4.3029400000000004,,1.4594199999999999,,4.8952799999999996,,-0.12847500000000001,,2.6721599999999999,,5.3350200000000001,,5.4425800000000004,,1.7925599999999999
3.2000000000000001e-09,,5,,0,,0,,5,,5,,0,,4.9858399999999996,,0.098154400000000003,,5.0065200000000001,,5.0043699999999998,,5.1585600000000003e-05,,5.0008900000000001,,-0.0090393799999999996,,-0.00028701399999999999,,-0.00043938000000000001,,4.9997600000000002,,4.9995900000000004,,0.0083027199999999995,,5.0044000000000004,,5.0030099999999997,,-0.00015292600000000001,,4.0966699999999996,,5.00298,,5.0366999999999997,,0.0130881,,0.019028199999999999,,4.9988599999999996,,-0.00090042599999999996,,4.9992000000000001,,-0.00133767,,3.85887,,4.4154099999999996,,0.40801599999999999,,4.9111200000000004,,-0.31436199999999997,,2.3367800000000001,,5.3365999999999998,,5.4424599999999996,,1.7490699999999999
3.3000000000000002e-09,,5,,0,,0,,5,,5,,0,,4.99566,,0.056752700000000003,,5.0054600000000002,,5.0038200000000002,,-0.000112593,,5.0003900000000003,,-0.0037645600000000001,,-0.00053851500000000004,,-0.00054470400000000002,,5.0000200000000001,,4.9997100000000003,,0.00656377,,5.0030900000000003,,5.0021100000000001,,-0.000107454,,4.3515199999999998,,5.0013300000000003,,5.0250500000000002,,0.0097744500000000005,,0.018897600000000001,,4.9993999999999996,,-0.00068557500000000001,,4.9996,,0.00077569800000000001,,4.1301100000000002,,4.5288599999999999,,0.084885000000000002,,4.9558999999999997,,-0.406837,,2.1352899999999999,,5.3406700000000003,,5.44238,,1.7148699999999999
3.3999999999999998e-09,,5,,0,,0,,5,,5,,0,,4.9981299999999997,,0.036748700000000002,,5.0041099999999998,,5.0028699999999997,,-0.000118917,,5.0001899999999999,,-0.0023338500000000002,,-0.00045653700000000002,,-0.00044443999999999999,,5.00007,,4.9997999999999996,,0.0053206599999999996,,5.0021599999999999,,5.0014799999999999,,-7.5407600000000006e-05,,4.5398699999999996,,5.0004799999999996,,5.0172600000000003,,0.0069659800000000001,,0.017238,,4.9993400000000001,,-0.00055759500000000003,,4.9995500000000002,,0.00096990200000000003,,4.3651099999999996,,4.6441400000000002,,0.027137499999999998,,4.9828599999999996,,-0.42155799999999999,,2.0054400000000001,,5.3430600000000004,,5.4423199999999996,,1.6872400000000001
3.4999999999999999e-09,,5,,0,,0,,5,,5,,0,,4.9990699999999997,,0.0252578,,5.0030000000000001,,5.0020800000000003,,-9.57394e-05,,5.0001100000000003,,-0.00169922,,-0.00032567700000000002,,-0.00030709299999999998,,5.0002000000000004,,4.99986,,0.00440078,,5.0015099999999997,,5.0010300000000001,,-5.2675e-05,,4.6761400000000002,,5.0001899999999999,,5.0118299999999998,,0.00491122,,0.0138526,,4.99899,,-0.00045726799999999999,,4.99932,,0.00054928099999999999,,4.5406300000000002,,4.7386499999999998,,0.0119294,,4.99369,,-0.42127700000000001,,1.91429,,5.3439800000000002,,5.4422800000000002,,1.6644000000000001
3.6e-09,,5,,0,,0,,5,,5,,0,,4.9994699999999996,,0.0180599,,5.0021399999999998,,5.0014799999999999,,-7.1572699999999993e-05,,5.0000600000000004,,-0.00130397,,-0.00027546800000000001,,-0.00024517000000000001,,4.99993,,4.9999000000000002,,0.0036995600000000002,,5.0010500000000002,,5.0007200000000003,,-3.66299e-05,,4.77407,,5.0000799999999996,,5.0080600000000004,,0.0034195200000000001,,0.010564499999999999,,4.9987599999999999,,-0.000377427,,4.99918,,0.00028094600000000002,,4.6701300000000003,,4.8106499999999999,,0.0070754600000000004,,4.9981200000000001,,-0.41817599999999999,,1.8463799999999999,,5.3443399999999999,,5.4422499999999996,,1.64513
3.7e-09,,5,,0,,0,,5,,5,,0,,4.9996499999999999,,0.0133837,,5.0015099999999997,,5.0010399999999997,,-5.1184699999999998e-05,,5.0000499999999999,,-0.00102542,,-0.00016645200000000001,,-0.00015453799999999999,,5.0000299999999998,,4.99993,,0.0031571300000000002,,5.0007299999999999,,5.0004999999999997,,-2.5434100000000001e-05,,4.8431899999999999,,5.0000499999999999,,5.00549,,0.0023707799999999998,,0.00778548,,4.9986800000000002,,-0.00031526900000000002,,4.9991500000000002,,0.000140321,,4.7640799999999999,,4.8639099999999997,,0.0051086999999999999,,4.9995099999999999,,-0.41448099999999999,,1.79461,,5.3444200000000004,,5.4422300000000003,,1.6287
